age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
54,10,2,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,10,2,7,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,1,6,-1,0,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,1,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,10,1,7,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,1,2,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,10,2,7,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,1,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,4,2,5,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
42,1,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,10,2,7,-1,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,2,2,2,-1,0,1,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,7,2,4,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
56,2,2,2,0,-1,-1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
50,10,2,5,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,1,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,4,2,2,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,4,2,2,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,4,2,2,-1,1,0,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
38,10,2,7,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,2,2,2,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,4,2,2,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,1,1,6,0,0,0,2,8,4,6,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
59,2,2,4,-1,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,1,3,6,-1,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,10,3,5,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,2,6,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
33,1,1,6,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,2,6,-1,0,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,2,6,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,7,2,6,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,7,2,4,-1,1,1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
50,7,2,4,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
40,7,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
40,7,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
33,1,1,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,1,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,1,1,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,1,6,0,1,0,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,10,2,7,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
42,10,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
51,2,2,2,-1,1,1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,2,2,6,-1,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
58,10,3,6,-1,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
42,10,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,2,5,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
57,6,2,2,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,2,6,-1,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,10,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,1,1,5,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,1,6,-1,0,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,1,1,5,0,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,7,2,6,-1,1,0,2,8,4,13,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
52,8,2,4,-1,1,1,2,8,4,5,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,1,1,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
48,2,2,2,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,1,1,6,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
40,1,2,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,10,2,6,-1,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,2,2,2,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,1,1,6,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,1,2,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,1,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,1,1,5,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,10,3,7,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,5,2,6,0,1,0,2,8,4,6,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,1,2,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,3,2,6,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,6,0,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
50,10,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
50,10,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,5,2,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,1,3,6,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,7,2,4,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,1,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,1,1,6,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,1,2,5,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
44,2,2,3,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,1,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,10,1,7,0,1,0,1,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
46,1,2,6,0,0,0,2,8,4,5,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,2,2,3,-1,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,1,1,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,7,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,10,2,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,8,2,5,-1,1,1,1,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,1,3,6,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,10,1,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
40,1,2,6,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,2,5,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,1,3,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
59,6,2,2,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,1,3,6,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
46,10,2,5,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,10,1,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,10,2,7,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
33,10,2,7,0,0,1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
44,2,2,3,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,2,5,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
58,10,2,5,0,1,1,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,1,6,0,0,0,1,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,8,2,5,0,1,0,2,8,4,9,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,1,2,5,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,1,2,5,-1,0,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,4,2,3,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
56,2,2,2,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
58,10,2,5,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,10,2,7,0,0,0,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,7,2,4,-1,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,4,2,6,0,1,1,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,4,2,3,0,1,1,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,10,2,7,0,1,1,2,8,4,14,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
57,10,1,6,-1,1,1,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
53,2,2,3,-1,-1,-1,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,5,2,6,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
59,10,1,6,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
53,1,2,5,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,1,2,5,-1,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
33,10,2,7,0,0,1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
33,10,2,7,0,1,1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,1,2,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,10,1,6,0,1,0,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,2,6,0,0,0,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,5,2,5,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
58,1,2,6,0,1,0,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,1,2,6,0,0,0,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,2,2,2,0,1,0,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
50,10,1,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,1,7,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,2,2,2,0,1,0,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
55,10,3,7,0,0,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
44,10,3,7,-1,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
48,10,2,7,-1,0,0,2,8,4,8,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,1,1,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,1,6,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,10,1,7,0,1,1,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,2,2,3,0,1,1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,10,3,7,-1,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
42,7,2,2,-1,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,6,0,1,0,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,1,2,6,0,-1,-1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,10,1,7,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,10,1,7,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,5,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,10,1,7,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,10,2,7,0,1,1,1,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,10,2,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,7,-1,-1,-1,1,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,7,2,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
46,1,2,6,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
51,2,2,4,-1,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,1,5,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
51,2,2,4,-1,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
33,1,1,6,0,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,2,2,4,-1,1,1,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
50,7,2,4,0,1,0,2,8,4,7,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,1,6,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,10,1,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
33,10,2,7,0,0,0,2,8,4,5,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
59,6,2,6,-1,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,7,-1,1,1,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
46,8,2,5,-1,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
41,1,3,6,-1,0,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,7,-1,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,1,2,6,0,1,0,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
34,1,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,1,1,5,0,1,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,1,1,6,0,0,1,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
53,10,2,7,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,10,1,7,0,1,0,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,10,1,6,0,1,0,1,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,2,2,-1,-1,0,0,1,8,4,13,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,7,2,5,0,1,1,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,10,2,7,0,0,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,10,2,5,0,0,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,2,2,-1,-1,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,10,1,6,0,1,0,1,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
47,2,2,-1,-1,0,1,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
43,4,3,7,0,0,1,2,8,4,5,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,7,2,5,0,0,0,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,10,2,6,0,1,0,1,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
51,5,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,10,2,7,0,1,1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
51,5,2,6,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
33,4,2,7,0,1,0,2,8,4,1,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,7,2,5,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
37,10,1,7,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,10,1,6,0,1,0,1,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
38,1,2,6,-1,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,2,2,2,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,0,0,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,10,2,7,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
53,3,2,6,-1,0,1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,2,2,2,0,0,0,2,8,4,5,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,-1,2,4,0,0,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,7,2,5,0,1,0,2,8,4,4,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,10,2,7,0,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
54,2,2,2,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
48,2,2,7,-1,1,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,10,1,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,10,2,6,0,-1,-1,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
58,1,1,6,0,0,0,2,8,4,3,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,1,1,6,0,1,0,2,8,4,2,-1,0,-1,1.4,93.444,-36.1,4.9639999999999995,5228.1
38,1,3,6,0,1,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
38,10,3,6,-1,0,0,2,8,1,3,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
30,1,2,6,0,1,0,2,8,1,3,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
33,11,3,7,0,0,0,2,8,1,3,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
35,1,1,6,0,1,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
50,10,2,6,0,-1,-1,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
35,1,3,6,0,1,0,2,8,1,3,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
45,8,2,3,0,1,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
31,5,2,6,0,1,0,2,8,1,5,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
33,10,1,7,0,1,0,2,8,1,3,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
33,3,2,6,0,1,0,2,8,1,7,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
34,1,1,6,0,0,0,2,8,1,3,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
32,10,2,7,0,1,0,2,8,1,5,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
33,1,2,6,0,-1,-1,2,8,1,4,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
30,10,1,5,0,0,0,2,8,1,4,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
35,10,2,7,0,0,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
41,10,2,7,0,1,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
54,1,3,6,0,0,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
38,1,3,6,0,0,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
46,8,2,-1,-1,0,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
53,2,2,4,0,1,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
29,10,1,5,0,1,0,2,8,1,3,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
33,11,3,7,0,0,0,2,8,1,4,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
41,10,2,7,0,0,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
30,10,1,6,-1,0,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
32,1,2,6,0,0,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
56,6,2,3,0,0,0,2,8,1,2,-1,0,-1,1.4,93.444,-36.1,4.963,5228.1
